"","#","Name","Type","Std_conc","RT","Area","IS Area","Response","Detection Flags","ng/mL","%Dev","Compound"
"1030","76","VAA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","AAMPO"
"1031","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","AAMPO"
"1032","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","AAMPO"
"1033","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","AAMPO"
"1034","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","AAMPO"
"1035","85","Pool_05","QC","0.000","5.52","390.203",0,"390.203","bb","25.9","0","AAMPO"
"1036","105","Pool_06","QC","0.000","5.52","352.482",0,"352.482","bb","23.6","0","AAMPO"
"1037","125","Pool_07","QC","0.000","5.52","347.924",0,"347.924","bb","23.3","0","AAMPO"
"1038","141","Pool_08","QC","0.000","5.52","338.298",0,"338.298","bb","22.8","0","AAMPO"
"1039","142","PM11xStds_5ng_2","Standard","5.000","0","0",0,"0","0","0","0","AAMPO"
"1040","143","PM11xStds_10ng_2","Standard","10.000","5.52","91.386",0,"91.386","bb","8.0","-20.0","AAMPO"
"1041","144","PM11xStds_50ng_2","Standard","50.000","5.52","688.014",0,"688.014","bb","43.7","-12.7","AAMPO"
"1042","145","PM11xStds_200ng_2","Standard","200.000","5.52","3532.806",0,"3532.806","bb","213.7","6.8","AAMPO"
"1043","146","PM11xStds_400ng_2","Standard","400.000","5.52","6000.845",0,"6000.845","bb","361.2","-9.7","AAMPO"
"1044","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","AAMPO"
"1045","148","MHPA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","AAMPO"
"1046","149","MHPA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","AAMPO"
"1047","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","AAMPO"
"1048","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","AAMPO"
"1049","152","VAA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","AAMPO"
"1050","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","AAMPO"
"1051","154","VAA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","AAMPO"
"1052","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","AAMPO"
"1053","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","AAMPO"
"1054","157","Blank_04","Blank","0","0","0",0,"0","0","0","0","AAMPO"
"1055","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","AAMPO"
"1056","1","Blank_01","Blank","0","0","0",0,"0","0","0","0","HBOA-Glc"
"1057","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","HBOA-Glc"
"1058","3","QC_RefSample_0102","QC","0.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1059","4","Pool_01","QC","0.000","0.22","2.226",0,"211.189","bb","0","0","HBOA-Glc"
"1060","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","HBOA-Glc"
"1061","25","Pool_02","QC","0.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1062","45","Pool_03","QC","0.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1063","65","Pool_04","QC","0.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1064","66","PM11xStds_5ng_1","Standard","5.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1065","67","PM11xStds_10ng_1","Standard","10.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1066","68","PM11xStds_50ng_1","Standard","50.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1067","69","PM11xStds_200ng_1","Standard","200.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1068","70","PM11xStds_400ng_1","Standard","400.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1069","71","MHPA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1070","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1071","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1072","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1073","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1074","76","VAA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1075","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1076","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1077","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1078","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1079","85","Pool_05","QC","0.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1080","105","Pool_06","QC","0.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1081","125","Pool_07","QC","0.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1082","141","Pool_08","QC","0.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1083","142","PM11xStds_5ng_2","Standard","5.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1084","143","PM11xStds_10ng_2","Standard","10.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1085","144","PM11xStds_50ng_2","Standard","50.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1086","145","PM11xStds_200ng_2","Standard","200.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1087","146","PM11xStds_400ng_2","Standard","400.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1088","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1089","148","MHPA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1090","149","MHPA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1091","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1092","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1093","152","VAA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1094","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1095","154","VAA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1096","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1097","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","HBOA-Glc"
"1098","157","Blank_04","Blank","0","0","0",0,"0","0","0","0","HBOA-Glc"
"1099","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","HBOA-Glc"
"1100","1","Blank_01","Blank","0","0","0",0,"0","0","0","0","DIBOA-Glc"
"1101","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","DIBOA-Glc"
"1102","3","QC_RefSample_0102","QC","0.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1103","4","Pool_01","QC","0.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1104","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","DIBOA-Glc"
"1105","25","Pool_02","QC","0.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1106","45","Pool_03","QC","0.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1107","65","Pool_04","QC","0.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1108","66","PM11xStds_5ng_1","Standard","5.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1109","67","PM11xStds_10ng_1","Standard","10.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1110","68","PM11xStds_50ng_1","Standard","50.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1111","69","PM11xStds_200ng_1","Standard","200.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1112","70","PM11xStds_400ng_1","Standard","400.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1113","71","MHPA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1114","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1115","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1116","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1117","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1118","76","VAA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1119","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1120","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1121","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1122","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1123","85","Pool_05","QC","0.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1124","105","Pool_06","QC","0.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1125","125","Pool_07","QC","0.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1126","141","Pool_08","QC","0.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1127","142","PM11xStds_5ng_2","Standard","5.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1128","143","PM11xStds_10ng_2","Standard","10.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1129","144","PM11xStds_50ng_2","Standard","50.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1130","145","PM11xStds_200ng_2","Standard","200.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1131","146","PM11xStds_400ng_2","Standard","400.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1132","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1133","148","MHPA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1134","149","MHPA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1135","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1136","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1137","152","VAA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1138","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1139","154","VAA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1140","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1141","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","DIBOA-Glc"
"1142","157","Blank_04","Blank","0","0","0",0,"0","0","0","0","DIBOA-Glc"
"1143","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","DIBOA-Glc"
"1144","1","Blank_01","Blank","0","0","0",0,"0","0","0","0","HMBOA-Glc"
"1145","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","HMBOA-Glc"
"1146","3","QC_RefSample_0102","QC","0.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1147","4","Pool_01","QC","0.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1148","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","HMBOA-Glc"
"1149","25","Pool_02","QC","0.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1150","45","Pool_03","QC","0.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1151","65","Pool_04","QC","0.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1152","66","PM11xStds_5ng_1","Standard","5.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1153","67","PM11xStds_10ng_1","Standard","10.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1154","68","PM11xStds_50ng_1","Standard","50.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1155","69","PM11xStds_200ng_1","Standard","200.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1156","70","PM11xStds_400ng_1","Standard","400.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1157","71","MHPA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1158","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1159","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1160","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1161","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1162","76","VAA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1163","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1164","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1165","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1166","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1167","85","Pool_05","QC","0.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1168","105","Pool_06","QC","0.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1169","125","Pool_07","QC","0.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1170","141","Pool_08","QC","0.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1171","142","PM11xStds_5ng_2","Standard","5.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1172","143","PM11xStds_10ng_2","Standard","10.000","0.10","2.338",0,"2.338","bb","0","0","HMBOA-Glc"
"1173","144","PM11xStds_50ng_2","Standard","50.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1174","145","PM11xStds_200ng_2","Standard","200.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1175","146","PM11xStds_400ng_2","Standard","400.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1176","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1177","148","MHPA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1178","149","MHPA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1179","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1180","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1181","152","VAA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1182","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1183","154","VAA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1184","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1185","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","HMBOA-Glc"
"1186","157","Blank_04","Blank","0","0","0",0,"0","0","0","0","HMBOA-Glc"
"1187","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","HMBOA-Glc"
"1188","1","Blank_01","Blank","0","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1189","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1190","3","QC_RefSample_0102","QC","0.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1191","4","Pool_01","QC","0.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1192","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1193","25","Pool_02","QC","0.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1194","45","Pool_03","QC","0.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1195","65","Pool_04","QC","0.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1196","66","PM11xStds_5ng_1","Standard","5.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1197","67","PM11xStds_10ng_1","Standard","10.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1198","68","PM11xStds_50ng_1","Standard","50.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1199","69","PM11xStds_200ng_1","Standard","200.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1200","70","PM11xStds_400ng_1","Standard","400.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1201","71","MHPA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1202","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1203","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1204","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1205","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1206","76","VAA_40ngml_1","Standard","40.000","0.27","2.146",0,"2.146","bb","0","0","HM2BOA-Glc"
"1207","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1208","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1209","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1210","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1211","85","Pool_05","QC","0.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1212","105","Pool_06","QC","0.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1213","125","Pool_07","QC","0.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1214","141","Pool_08","QC","0.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1215","142","PM11xStds_5ng_2","Standard","5.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1216","143","PM11xStds_10ng_2","Standard","10.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1217","144","PM11xStds_50ng_2","Standard","50.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1218","145","PM11xStds_200ng_2","Standard","200.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1219","146","PM11xStds_400ng_2","Standard","400.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1220","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1221","148","MHPA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1222","149","MHPA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1223","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1224","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1225","152","VAA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1226","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1227","154","VAA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1228","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1229","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1230","157","Blank_04","Blank","0","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1231","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","HM2BOA-Glc"
"1232","1","Blank_01","Blank","0","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1233","2","Blank_02","Blank","0","2.67","6.832",0,"6.832","db","28.3","0","DIM2BOA-Glc"
"1234","3","QC_RefSample_0102","QC","0.000","2.70","5.221",0,"5.221","db","12.5","0","DIM2BOA-Glc"
"1235","4","Pool_01","QC","0.000","2.72","58.049",0,"58.049","bd","530.3","0","DIM2BOA-Glc"
"1236","6","Blank_03","Blank","0","2.63","4.906",0,"4.906","db","9.5","0","DIM2BOA-Glc"
"1237","25","Pool_02","QC","0.000","2.72","56.901",0,"56.901","dd","519.0","0","DIM2BOA-Glc"
"1238","45","Pool_03","QC","0.000","2.72","52.528",0,"52.528","bb","476.2","0","DIM2BOA-Glc"
"1239","65","Pool_04","QC","0.000","2.73","44.155",0,"44.155","db","394.1","0","DIM2BOA-Glc"
"1240","66","PM11xStds_5ng_1","Standard","5.000","2.73","3.274",0,"3.274","dbI","0.0","-100.0","DIM2BOA-Glc"
"1241","67","PM11xStds_10ng_1","Standard","10.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1242","68","PM11xStds_50ng_1","Standard","50.000","2.73","15.271",0,"15.271","bb","111.0","122.1","DIM2BOA-Glc"
"1243","69","PM11xStds_200ng_1","Standard","200.000","2.73","45.065",0,"45.065","bb","403.0","101.5","DIM2BOA-Glc"
"1244","70","PM11xStds_400ng_1","Standard","400.000","2.73","102.184",0,"102.184","bb","962.8","140.7","DIM2BOA-Glc"
"1245","71","MHPA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1246","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1247","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1248","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1249","75","MHPA_1000ngml_1","Standard","1000.000","2.66","2.308",0,"2.308","bbI","0.0","-100.0","DIM2BOA-Glc"
"1250","76","VAA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1251","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1252","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1253","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1254","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1255","85","Pool_05","QC","0.000","2.73","46.844",0,"46.844","db","420.5","0","DIM2BOA-Glc"
"1256","105","Pool_06","QC","0.000","2.73","47.366",0,"47.366","bb","425.6","0","DIM2BOA-Glc"
"1257","125","Pool_07","QC","0.000","2.73","45.265",0,"45.265","bb","405.0","0","DIM2BOA-Glc"
"1258","141","Pool_08","QC","0.000","2.73","55.273",0,"55.273","dd","503.1","0","DIM2BOA-Glc"
"1259","142","PM11xStds_5ng_2","Standard","5.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1260","143","PM11xStds_10ng_2","Standard","10.000","2.72","3.898",0,"3.898","dbI","0.0","-100.0","DIM2BOA-Glc"
"1261","144","PM11xStds_50ng_2","Standard","50.000","2.73","18.569",0,"18.569","bd","143.4","186.7","DIM2BOA-Glc"
"1262","145","PM11xStds_200ng_2","Standard","200.000","2.73","49.306",0,"49.306","bb","444.6","122.3","DIM2BOA-Glc"
"1263","146","PM11xStds_400ng_2","Standard","400.000","2.73","78.801",0,"78.801","bb","733.7","83.4","DIM2BOA-Glc"
"1264","147","MHPA_40ngml_2","Standard","40.000","2.76","7.279",0,"7.279","bb","32.7","-18.2","DIM2BOA-Glc"
"1265","148","MHPA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1266","149","MHPA_200ngml_2","Standard","200.000","2.70","2.552",0,"2.552","bbI","0.0","-100.0","DIM2BOA-Glc"
"1267","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1268","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1269","152","VAA_40ngml_2","Standard","40.000","2.72","4.184",0,"4.184","bb","2.4","-94.1","DIM2BOA-Glc"
"1270","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1271","154","VAA_200ngml_2","Standard","200.000","2.70","3.738",0,"3.738","bbI","0.0","-100.0","DIM2BOA-Glc"
"1272","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1273","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1274","157","Blank_04","Blank","0","2.78","5.684",0,"5.684","db","17.1","0","DIM2BOA-Glc"
"1275","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","DIM2BOA-Glc"
"1276","1","Blank_01","Blank","0","3.31","5.329",0,"5.329","bb","163.6","0","HDM2BOA-Glc"
"1277","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1278","3","QC_RefSample_0102","QC","0.000","3.33","2.285",0,"2.285","bb","16.5","0","HDM2BOA-Glc"
"1279","4","Pool_01","QC","0.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1280","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1281","25","Pool_02","QC","0.000","3.21","2.500",0,"2.500","bb","26.9","0","HDM2BOA-Glc"
"1282","45","Pool_03","QC","0.000","3.20","7.681",0,"7.681","db","277.3","0","HDM2BOA-Glc"
"1283","65","Pool_04","QC","0.000","3.23","4.501",0,"4.501","sb","123.6","0","HDM2BOA-Glc"
"1284","66","PM11xStds_5ng_1","Standard","5.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1285","67","PM11xStds_10ng_1","Standard","10.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1286","68","PM11xStds_50ng_1","Standard","50.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1287","69","PM11xStds_200ng_1","Standard","200.000","3.27","7.648",0,"7.648","bb","275.7","37.8","HDM2BOA-Glc"
"1288","70","PM11xStds_400ng_1","Standard","400.000","3.28","13.502",0,"13.502","bb","558.6","39.6","HDM2BOA-Glc"
"1289","71","MHPA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1290","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1291","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1292","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1293","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1294","76","VAA_40ngml_1","Standard","40.000","3.16","3.258",0,"3.258","bb","63.5","58.8","HDM2BOA-Glc"
"1295","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1296","78","VAA_200ngml_1","Standard","200.000","3.20","3.150",0,"3.150","bd","58.3","-70.9","HDM2BOA-Glc"
"1297","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
"1298","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","HDM2BOA-Glc"
